Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,Borough,time_identifier
Person search,2023-05-08 12:05:00,False,,51.503558,-0.078805,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-08 12:05:00,False,,51.492699,-0.083439,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Southwark,Summer term
Person search,2023-05-08 12:10:00,False,,51.503558,-0.078805,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-08 12:15:00,False,,51.503558,-0.078805,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-08 12:54:00,False,,51.551223,-0.140436,Male,10-17,White - Irish,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Camden,Summer term
Person search,2023-05-08 13:00:00,False,,51.551223,-0.140436,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Camden,Summer term
Person search,2023-05-08 13:30:00,False,,51.503558,-0.078805,Male,10-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-08 13:40:00,False,,51.470627,-0.116473,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lambeth,Summer term
Person search,2023-05-08 13:40:00,False,,51.468593,-0.119163,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lambeth,Summer term
Person search,2023-05-08 13:44:00,False,,51.5357,-0.082787,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Hackney,Summer term
Person search,2023-05-08 13:45:00,False,,51.542107,-9.9e-05,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Newham,Summer term
Person search,2023-05-08 13:50:00,False,,51.5357,-0.082787,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,Hackney,Summer term
Person search,2023-05-08 13:55:00,False,,51.5357,-0.082787,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Hackney,Summer term
Person search,2023-05-08 14:00:00,False,,51.532452,-0.088734,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Hackney,Summer term
Person search,2023-05-08 14:25:00,False,,51.517287,-0.130403,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Camden,Summer term
Person search,2023-05-08 14:36:00,False,,51.517287,-0.130403,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Camden,Summer term
Person search,2023-05-08 14:42:00,False,,51.595468,-0.295815,Male,10-17,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Harrow,Summer term
Person search,2023-05-08 14:52:00,False,,51.470589,-0.114646,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lambeth,Summer term
Person search,2023-05-08 14:55:00,False,,51.515753,-0.143092,Male,10-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-08 15:10:00,False,,51.496628,-0.012593,Male,10-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Tower Hamlets,Summer term
Person search,2023-05-08 15:10:00,False,,51.499941,-0.064419,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-08 15:12:00,False,,51.495738,-0.010514,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Tower Hamlets,Summer term
Person search,2023-05-08 15:15:00,False,,51.53645,-0.102913,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Islington,Summer term
Person search,2023-05-08 15:20:00,False,,51.499941,-0.064419,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-08 15:20:00,False,,51.499941,-0.064419,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-08 15:27:00,False,,51.608873,-0.066938,Male,10-17,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,,,Enfield,Summer term
Person search,2023-05-08 15:30:00,False,,51.497939,-0.054865,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-08 15:35:00,False,,51.54868,-0.129823,Male,10-17,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Camden,Summer term
Person search,2023-05-08 15:39:00,False,,51.563528,-0.018147,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Waltham Forest,Summer term
Person search,2023-05-08 15:40:00,False,,51.37949,-0.103892,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,Croydon,Summer term
Person search,2023-05-08 15:45:00,False,,51.54868,-0.129823,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Camden,Summer term
Person search,2023-05-08 15:50:00,False,,51.496851,0.12296,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Community resolution,,,Bexley,Summer term
Person search,2023-05-08 15:52:00,False,,51.54868,-0.129823,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Camden,Summer term
Person search,2023-05-08 15:53:00,False,,51.544241,-0.474277,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Hillingdon,Summer term
Person search,2023-05-08 15:54:00,False,,51.515533,-0.04972,Male,10-17,Other ethnic group - Not stated,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Arrest,,,Tower Hamlets,Summer term
Person search,2023-05-08 16:05:00,False,,51.499692,-0.114266,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Lambeth,Summer term
Person search,2023-05-08 16:28:00,False,,51.623318,-0.061672,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Enfield,Summer term
Person search,2023-05-08 16:28:00,False,,51.465575,-0.38678,Male,10-17,Other ethnic group - Not stated,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Community resolution,,,Hounslow,Summer term
Person search,2023-05-08 16:30:00,False,,51.537584,0.073966,Female,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Barking and Dagenham,Summer term
Person search,2023-05-08 16:30:00,False,,51.608873,-0.066938,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Enfield,Summer term
Person search,2023-05-08 16:30:00,False,,51.485949,-0.141768,Male,10-17,Other ethnic group - Any other ethnic group,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-08 16:31:00,False,,51.563528,-0.018147,Male,10-17,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Waltham Forest,Summer term
Person search,2023-05-08 16:45:00,False,,51.459432,0.154462,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,Bexley,Summer term
Person search,2023-05-08 16:45:00,False,,51.537584,0.073966,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Barking and Dagenham,Summer term
Person search,2023-05-08 16:45:00,False,,51.610458,0.206251,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Havering,Summer term
Person search,2023-05-08 16:45:00,False,,51.610458,0.206251,Male,10-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Havering,Summer term
Person search,2023-05-08 16:45:00,False,,51.610458,0.206251,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Havering,Summer term
Person and Vehicle search,2023-05-08 16:58:00,False,,51.440646,0.124424,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Bexley,Summer term
Person search,2023-05-08 16:58:00,False,,51.43638,-0.084128,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-08 16:58:00,False,,51.514365,-0.143408,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-08 16:58:00,False,,51.456511,-0.026428,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lewisham,Summer term
Person and Vehicle search,2023-05-08 17:03:00,False,,51.440646,0.124424,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Bexley,Summer term
Person search,2023-05-08 17:15:00,False,,,,Male,10-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-08 17:25:00,False,,51.517153,-0.206424,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Kensington and Chelsea,Summer term
Person search,2023-05-08 17:45:00,False,,51.610458,0.206251,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Havering,Summer term
Person search,2023-05-08 17:55:00,False,,51.407014,-0.166437,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Merton,Summer term
Person search,2023-05-08 18:00:00,False,,51.542521,0.163072,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,Barking and Dagenham,Summer term
Person search,2023-05-08 18:25:00,False,,51.394243,-0.053158,Female,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Croydon,Summer term
Person search,2023-05-08 18:25:00,False,,51.394243,-0.053158,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Croydon,Summer term
